City,State,Song,lat,long
Eugene,Oregon,"Eugene, Oregon",44.0505054,-123.0950506
Flagstaff,Arizona,Convoy,35.1987522,-111.6518229
Flint,Michigan,Flint (For the Unemployed and Underpaid),43.0161693,-83.6900211
Folsom,California,Folsom Prison Blues,38.6779591,-121.1760583
Fort Lauderdale,Florida,Fort Lauderdale Chamber of Commerce,26.1223084,-80.1433786
Fort Lauderdale,Florida,All Signs Point to Lauderdale,26.1223084,-80.1433786
Fort Worth,Texas,Dallas Days and Fort Worth Nights,32.753177,-97.3327459
Fort Worth,Texas,Does Fort Worth Ever Cross Your Mind,32.753177,-97.3327459
Fort Worth,Texas,Fort Worth Blues,32.753177,-97.3327459
Gainesville,Florida,City of Gainesville,29.6519684,-82.3249846
Gainesville,Florida,Gainesville,29.6519684,-82.3249846
Gainesville,Florida,Gainesville Rock City,29.6519684,-82.3249846
Galveston,Texas,Darling I Need You,29.299328,-94.7945882
Galveston,Texas,Galveston,29.299328,-94.7945882
Galveston,Texas,Pecos Promenade,29.299328,-94.7945882
Garden Grove,California,Garden Grove,33.7746292,-117.9463717
Garden Grove,California,Home Again Garden Grove,33.7746292,-117.9463717
Gary,Indiana,2300 Jackson Street,41.6021292,-87.3371372
Gary,Indiana,"Gary, Indiana",41.6021292,-87.3371372
Gatlinburg,Tennessee,A Boy Named Sue,35.714259,-83.5101638
Gatlinburg,Tennessee,Smoky Mountain Rain,35.714259,-83.5101638
Greensboro,North Carolina,88 Seconds in Greensboro,36.0726355,-79.7919754
Hackensack,New Jersey,Hackensack,40.8871438,-74.0410865
Hoboken,New Jersey,Hoboken,40.7433066,-74.0323752
Holland,Michigan,Holland,42.7876022,-86.1090828
Honolulu,Hawaii,Honolulu City Lights,21.304547,-157.855676
Honolulu,Hawaii,Honolulu Lulu,21.304547,-157.855676
Honolulu,Hawaii,She Let Herself Go,21.304547,-157.855676
Highland,Illinois,"Concerning the UFO Sighting near Highland, Illinois",38.7394918,-89.6712008
Houston,Texas,Amarillo by Morning,29.7589382,-95.3676974
Houston,Texas,Bloody Mary Morning,29.7589382,-95.3676974
Houston,Texas,Dixie On My Mind,29.7589382,-95.3676974
Houston,Texas,Dracula From Houston,29.7589382,-95.3676974
Houston,Texas,Houston,29.7589382,-95.3676974
Houston,Texas,Houston,29.7589382,-95.3676974
Houston,Texas,Houston,29.7589382,-95.3676974
Houston,Texas,Houston (Means I'm One Day Closer to You),29.7589382,-95.3676974
Houston,Texas,Houston,29.7589382,-95.3676974
Houston,Texas,Houston Heights,29.7589382,-95.3676974
Houston,Texas,Midnight Special,29.7589382,-95.3676974
Houston,Texas,Houston Town,29.7589382,-95.3676974
Houston,Texas,Telephone Road,29.7589382,-95.3676974
Houston,Texas,Telephone Road,29.7589382,-95.3676974
Houston,Texas,Truckin’,29.7589382,-95.3676974
Houston,Texas,Uneasy Rider '88,29.7589382,-95.3676974
Houston,Texas,Welcome 2 Houston,29.7589382,-95.3676974
Houston,Texas,Welcome to H-Town,29.7589382,-95.3676974
Houston,Texas,Won't Let You Down Texas,29.7589382,-95.3676974
Indianapolis,Indiana,Indianapolis,39.7683331,-86.1583502
Indianapolis,Indiana,Little Green Apples,39.7683331,-86.1583502
Indianapolis,Indiana,Mary Jane's Last Dance,39.7683331,-86.1583502
Indianapolis,Indiana,Stuck in Indianapolis,39.7683331,-86.1583502
Jackson,Mississippi,Halley Came to Jackson,32.2990384,-90.1847691
Jackson,Mississippi,Jackson,32.2990384,-90.1847691
Jackson,Mississippi,Jackson Ain't a Very Big Town,32.2990384,-90.1847691
Jackson,Mississippi,Jackson Mississippi,32.2990384,-90.1847691
Jackson,Mississippi,Uneasy Rider,32.2990384,-90.1847691
Jacksonville,Florida,I'll Never Play Jacksonville Again,30.3321838,-81.655651
Jacksonville,Florida,Indigo Flow,30.3321838,-81.655651
Jacksonville,Florida,Ocean Avenue,30.3321838,-81.655651
Jacksonville,Florida,The South's Gonna Do It,30.3321838,-81.655651
Jacksonville,Illinois,Jacksonville,39.7343037,-90.2288356
Jacksonville,North Carolina,Jacksonville Skyline,34.7494749,-77.4208221
Jacksonville,North Carolina,Jacksonville,34.7494749,-77.4208221
Juneau,Alaska,Juneau,58.3019496,-134.419734
Juneau,Alaska,Juneau,58.3019496,-134.419734
Kalamazoo,Michigan,I've Got A Gal In Kalamazoo,42.291707,-85.5872286
Kalamazoo,Michigan,Gotta Get Away,42.291707,-85.5872286
Kalamazoo,Michigan,Kalamazoo,42.291707,-85.5872286
Kalamazoo,Michigan,Kalamazoo,42.291707,-85.5872286
Kansas City,Missouri,18th Avenue (Kansas City Nightmare),39.100105,-94.5781416
Kansas City,Missouri,Blues from Kansas City,39.100105,-94.5781416
Kansas City,Missouri,K.C. Blues,39.100105,-94.5781416
Kansas City,Missouri,Kansas City,39.100105,-94.5781416
Kansas City,Missouri,Kansas City,39.100105,-94.5781416
Kansas City,Missouri,Kansas City,39.100105,-94.5781416
Kansas City,Missouri,Kansas City,39.100105,-94.5781416
Kansas City,Missouri,Kansas City,39.100105,-94.5781416
Kansas City,Missouri,Kansas City Bomber,39.100105,-94.5781416
Kansas City,Missouri,Kansas City Kitty,39.100105,-94.5781416
Kansas City,Missouri,Kansas City Lights,39.100105,-94.5781416
Kansas City,Missouri,Kansas City Shuffle,39.100105,-94.5781416
Kansas City,Missouri,Kansas City Shuffle (Intro),39.100105,-94.5781416
Kansas City,Missouri,Kansas City Star,39.100105,-94.5781416
Kansas City,Missouri,Kansas Rock City,39.100105,-94.5781416
Kansas City,Missouri,Liberty Street,39.100105,-94.5781416
Kansas City,Missouri,Six Months in Kansas City (Liberty Street),39.100105,-94.5781416
Kansas City,Missouri,Train from Kansas City,39.100105,-94.5781416
Kansas City,Missouri,The Kansas City Song,39.100105,-94.5781416
Kent,Ohio,Ohio,41.1536674,-81.357886
Knoxville,Tennessee,Knoxville Girl,35.9603948,-83.9210261
Knoxville,Tennessee,Knoxville Courthouse,35.9603948,-83.9210261
La Grange,Texas,La Grange,29.9080038,-96.8730449
Laramie,Wyoming,Lady from Laramie,41.311367,-105.591101
Laramie,Wyoming,Laramie,41.311367,-105.591101
Laramie,Wyoming,Laramie,41.311367,-105.591101
Laramie,Wyoming,Laramie,41.311367,-105.591101
Laramie,Wyoming,"Laramie, Wyoming",41.311367,-105.591101
Laramie,Wyoming,Lights of Laramie,41.311367,-105.591101
Laramie,Wyoming,The Man From Laramie,41.311367,-105.591101
Laramie,Wyoming,Somewhere West of Laramie,41.311367,-105.591101
Laredo,Texas,Laredo,27.5236998,-99.497352
Laredo,Texas,Laredo,27.5236998,-99.497352
Laredo,Texas,Me & Paul,27.5236998,-99.497352
Laredo,Texas,New Year's Day,27.5236998,-99.497352
Laredo,Texas,Streets of Laredo,27.5236998,-99.497352
Laredo,Texas,Laredo Tornado,27.5236998,-99.497352
Laredo,Texas,The Devil Sent You To Laredo,27.5236998,-99.497352
Laredo,Texas,Wheels of Laredo,27.5236998,-99.497352
Las Vegas,Nevada,Alone in Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Checkout Time In Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Gone Country,36.1672559,-115.148516
Las Vegas,Nevada,Heaven or Las Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Las Vegas Nights,36.1672559,-115.148516
Las Vegas,Nevada,Leaving Las Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Let's Go To Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Pretty Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Pyramids,36.1672559,-115.148516
Las Vegas,Nevada,Sam's Town,36.1672559,-115.148516
Las Vegas,Nevada,She Let Herself Go,36.1672559,-115.148516
Las Vegas,Nevada,Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Vegas Lights,36.1672559,-115.148516
Las Vegas,Nevada,Viva Las Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Waking Up in Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Welcome to Fabulous Las Vegas,36.1672559,-115.148516
Las Vegas,Nevada,Ooh Las Vegas,36.1672559,-115.148516
Laurel,Mississippi,Goin' Down to Laurel,31.706023000000002,-89.13706958197955
Lincoln,Nebraska,The Flight:Lincoln to Minneapolis ,40.8088861,-96.7077751
Little Rock,Arkansas,A Little Past Little Rock,34.7464809,-92.2895948
Little Rock,Arkansas,I Hear Little Rock Calling,34.7464809,-92.2895948
Little Rock,Arkansas,Little Rock,34.7464809,-92.2895948
Little Rock,Arkansas,Little Rock,34.7464809,-92.2895948
Little Rock,Arkansas,We're an American Band,34.7464809,-92.2895948
Little Rock,Arkansas,Two Little Girls From Little Rock,34.7464809,-92.2895948
Lodi,California,Lodi,38.092239500000005,-121.38984593366523
Louisville,Kentucky,Home Away from Home,38.2542376,-85.759407
Louisville,Kentucky,Flora,38.2542376,-85.759407
Louisville,Kentucky,Louisville K-Y,38.2542376,-85.759407
Louisville,Kentucky,Louisville,38.2542376,-85.759407
Lubbock,Texas,Going to Lubbock,33.5635206,-101.879336
Lubbock,Texas,Lubbock Or Leave It,33.5635206,-101.879336
Lubbock,Texas,Texas in my Rearview Mirror,33.5635206,-101.879336
Luckenbach,Texas,"Luckenbach, Texas (Back to the Basics of Love)",30.1790941,-98.7578121
Malibu,California,L.A. Boyz,34.035591,-118.689423
Malibu,California,Malibu,34.035591,-118.689423
Malibu,California,Malibu,34.035591,-118.689423
Malibu,California,Malibu,34.035591,-118.689423
Malibu,California,Malibu Gas Station,34.035591,-118.689423
Manti,Utah,The Town that Raised Me,39.2682951,-111.6368627
Marina del Rey,California,Marina del Rey,33.9776848,-118.4486479
Marshalltown,Iowa,Marshalltown,42.0442545,-92.9123388
Memphis,Tennessee,Black Velvet,35.1490215,-90.0516285
Memphis,Tennessee,Candyman,35.1490215,-90.0516285
Memphis,Tennessee,Considering A Move To Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Crazed Country Rebel,35.1490215,-90.0516285
Memphis,Tennessee,Graceland,35.1490215,-90.0516285
Memphis,Tennessee,Guitar Man,35.1490215,-90.0516285
Memphis,Tennessee,Letter to Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Maybe It Was Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Memphis Beat,35.1490215,-90.0516285
Memphis,Tennessee,Memphis Belle,35.1490215,-90.0516285
Memphis,Tennessee,Memphis Blues,35.1490215,-90.0516285
Memphis,Tennessee,Memphis Skyline,35.1490215,-90.0516285
Memphis,Tennessee,Memphis Soul Stew,35.1490215,-90.0516285
Memphis,Tennessee,"Memphis, Tennessee",35.1490215,-90.0516285
Memphis,Tennessee,Messed Up In Memphis,35.1490215,-90.0516285
Memphis,Tennessee,New Minglewood Blues,35.1490215,-90.0516285
Memphis,Tennessee,Night Train to Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Nothing 'Bout Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Pride (In the Name of Love),35.1490215,-90.0516285
Memphis,Tennessee,Queen of Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Streets of West Memphis,35.1490215,-90.0516285
Memphis,Tennessee,That's How I Got to Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Truck Drivin' Man,35.1490215,-90.0516285
Memphis,Tennessee,Walking in Memphis,35.1490215,-90.0516285
Memphis,Tennessee,West Memphis,35.1490215,-90.0516285
Memphis,Tennessee,What's Your Mama's Name,35.1490215,-90.0516285
Memphis,Tennessee,A White Suit in Memphis,35.1490215,-90.0516285
Memphis,Tennessee,Wrong Side of Memphis,35.1490215,-90.0516285
Milwaukee,Wisconsin,Milwaukee Polka,43.0349931,-87.922497
Milwaukee,Wisconsin,What Made Milwaukee Famous (Has Made a Loser Out of Me),43.0349931,-87.922497
Milwaukee,Wisconsin,Holocene,43.0349931,-87.922497
Milwaukee,Wisconsin,"Milwaukee, Here I Come",43.0349931,-87.922497
Minneapolis,Minnesota,Always Coming Back Home to You,44.9772995,-93.2654692
Minneapolis,Minnesota,Christmas Card From a Hooker in Minneapolis,44.9772995,-93.2654692
Minneapolis,Minnesota,Lake Street is for Lovers,44.9772995,-93.2654692
Minneapolis,Minnesota,Little Green Apples,44.9772995,-93.2654692
Minneapolis,Minnesota,Mall of America,44.9772995,-93.2654692
Minneapolis,Minnesota,Minneapolis,44.9772995,-93.2654692
Minneapolis,Minnesota,Minneapolis,44.9772995,-93.2654692
Minneapolis,Minnesota,Minneapolis,44.9772995,-93.2654692
Minneapolis,Minnesota,MPLS Song,44.9772995,-93.2654692
Minneapolis,Minnesota,Ninth and Hennepin,44.9772995,-93.2654692
Minneapolis,Minnesota,Positively Fourth Street,44.9772995,-93.2654692
Minneapolis,Minnesota,Rock 'n' Roll is Alive (And it Lives in Minneapolis),44.9772995,-93.2654692
Minneapolis,Minnesota,Shhh,44.9772995,-93.2654692
Minneapolis,Minnesota,Seeing Double at the Triple Rock,44.9772995,-93.2654692
Minneapolis,Minnesota,Skyway,44.9772995,-93.2654692
Minneapolis,Minnesota,Southtown Girls,44.9772995,-93.2654692
Minneapolis,Minnesota,Stuck Between Stations,44.9772995,-93.2654692
Minneapolis,Minnesota,Sunshine,44.9772995,-93.2654692
Minneapolis,Minnesota,Uptown,44.9772995,-93.2654692
Minneapolis,Minnesota,Your Little Hoodrat Friend,44.9772995,-93.2654692
Mobile,Alabama,Mobile,30.6943566,-88.0430541
Mobile,Alabama,Stuck Inside of Mobile with the Memphis Blues Again,30.6943566,-88.0430541
Montgomery,Alabama,Midnight in Montgomery,32.3669656,-86.3006485
Montgomery,Alabama,"Montgomery, Alabama",32.3669656,-86.3006485
Montgomery,Alabama,Montgomery in the Rain,32.3669656,-86.3006485
Montgomery,Alabama,The Ride,32.3669656,-86.3006485
Montgomery,Alabama,Tokyo Storm Warning,32.3669656,-86.3006485
Montgomery,Alabama,200 More Miles,32.3669656,-86.3006485
Montgomery,Alabama,Angel From Montgomery,32.3669656,-86.3006485
Muncie,Indiana,I Wanna Talk About Me,40.1936892,-85.3865271
Muscle Shoals,Alabama,Sweet Home Alabama,34.7451786,-87.6686733
Muskegon,Michigan,They Also Mourn Who Do Not Wear Black,43.2341813,-86.2483921
Muskogee,Oklahoma,Okie from Muskogee,35.7478769,-95.3696909
Myrtle Beach,South Carolina,"Dancin', Shaggin' on the Boulevard",33.6956461,-78.8900409
Myrtle Beach,South Carolina,Ocean Boulevard,33.6956461,-78.8900409
Myrtle Beach,South Carolina,19 You + Me,33.6956461,-78.8900409
Myrtle Beach,South Carolina,Myrtle Beach Summer 1974,33.6956461,-78.8900409
Olema,California,Hippie From Olema,38.0407566,-122.7880459
Oklahoma City,Oklahoma,Oklahoma City,35.4729886,-97.5170536
Olympia,Washington,Rock Star,47.0451022,-122.8950075
Olympia,Washington,Olympia WA.,47.0451022,-122.8950075
Omaha,Nebraska,Convoy,41.2587459,-95.9383758
Omaha,Nebraska,Omaha,41.2587459,-95.9383758
Omaha,Nebraska,Omaha,41.2587459,-95.9383758
Omaha,Nebraska,(Ready or Not) Omaha Nebraska,41.2587459,-95.9383758
Omaha,Nebraska,Turn the Page,41.2587459,-95.9383758
Omaha,Nebraska,Uneasy Rider,41.2587459,-95.9383758
Omaha,Nebraska,We're an American Band,41.2587459,-95.9383758
Omaha,Nebraska,Greater Omaha,41.2587459,-95.9383758
Palestine,Texas,"Palestine, Texas",31.7621153,-95.6307891
Panama City,Florida,Guitar Man,30.1600827,-85.6545729
Pasadena,California,The Little Old Lady (From Pasadena),34.1476452,-118.1444779
Pensacola,Florida,Pensacola,30.421309,-87.2169149
